model,season,metric,stage,HWN,HWF,Average,id_data
CNNLSTM16,11,mape,CV,1.1375931664885983,1.1967290379103523,1.1671611021994752,5cb3fa02
MLP16,11,mape,CV,1.0091919005477625,1.037794628066755,1.0234932643072587,5cb3fa02
Linear,12,mape,CV,1.7407335418132461,4.124915749676243,2.932824645744745,5cb3fa02
RF10,12,mape,CV,1.0405261155935281,3.1005212161144473,2.0705236658539876,5cb3fa02
SVR-rbf,12,mape,CV,0.7233853081193897,1.314039489176567,1.0187123986479785,5cb3fa02
SVR-linear,12,mape,CV,0.9020991013241586,1.5064253252338968,1.2042622132790277,5cb3fa02
XGB10,12,mape,CV,0.8494113840557181,1.7148480699303925,1.2821297269930554,5cb3fa02
RNN16,12,mape,CV,0.7995993041028461,0.9031529085433296,0.8513761063230878,5cb3fa02
LSTM16,12,mape,CV,0.8045842542405623,1.6083441961095617,1.2064642251750621,5cb3fa02
CNNRNN16,12,mape,CV,0.7405674796866869,1.035378973232474,0.8879732264595805,5cb3fa02
CNNLSTM16,12,mape,CV,0.8441835394791155,1.4810259151432317,1.1626047273111735,5cb3fa02
MLP16,12,mape,CV,0.8658045594121202,1.4097751083533183,1.1377898338827193,5cb3fa02
Linear,1,mae,CV,0.6438861437265964,0.6527660203353973,0.6483260820309968,5cb3fa02
RF10,1,mae,CV,0.7230933780583875,0.7082774327326975,0.7156854053955425,5cb3fa02
SVR-rbf,1,mae,CV,0.7430338395647212,0.666766462928369,0.7049001512465451,5cb3fa02
SVR-linear,1,mae,CV,0.683194065186553,0.6464575393489443,0.6648258022677487,5cb3fa02
XGB10,1,mae,CV,0.8051465393476447,0.70256054584163,0.7538535425946373,5cb3fa02
RNN16,1,mae,CV,0.6613529302617998,0.6013696928743828,0.6313613115680913,5cb3fa02
LSTM16,1,mae,CV,0.6098915322581306,0.5961829270991356,0.603037229678633,5cb3fa02
CNNRNN16,1,mae,CV,0.6805018769563592,0.6287659851573294,0.6546339310568443,5cb3fa02
CNNLSTM16,1,mae,CV,0.60657706729505,0.6123690919141438,0.6094730796045968,5cb3fa02
MLP16,1,mae,CV,0.7445295469160756,0.7071538500608152,0.7258416984884455,5cb3fa02
Linear,2,mae,CV,0.7802476901282904,0.7361675442207907,0.7582076171745405,5cb3fa02
RF10,2,mae,CV,0.7113745131434916,0.6079919316446928,0.6596832223940923,5cb3fa02
SVR-rbf,2,mae,CV,0.7249713349761371,0.6505571234996074,0.6877642292378723,5cb3fa02
SVR-linear,2,mae,CV,0.8675942643797638,0.7536478022656906,0.8106210333227273,5cb3fa02
XGB10,2,mae,CV,0.7231349292396787,0.6696349852545664,0.6963849572471226,5cb3fa02
RNN16,2,mae,CV,0.7468779778310904,0.5717478735844022,0.6593129257077464,5cb3fa02
LSTM16,2,mae,CV,0.6424253443967894,0.5411361631994367,0.591780753798113,5cb3fa02
CNNRNN16,2,mae,CV,0.6713475977701201,0.5835228159548723,0.6274352068624962,5cb3fa02
CNNLSTM16,2,mae,CV,0.6107646309481044,0.6381334863372453,0.6244490586426749,5cb3fa02
MLP16,2,mae,CV,0.6916224467081538,0.6157446765388989,0.6536835616235264,5cb3fa02
Linear,3,mae,CV,0.5668631588749846,0.6048790737049703,0.5858711162899775,5cb3fa02
RF10,3,mae,CV,0.5108007832541632,0.5517900915320693,0.5312954373931162,5cb3fa02
SVR-rbf,3,mae,CV,0.5200536219716285,0.4871361809216991,0.5035949014466639,5cb3fa02
SVR-linear,3,mae,CV,0.512892358757571,0.537609618660964,0.5252509887092676,5cb3fa02
XGB10,3,mae,CV,0.5775763181577304,0.563028616135459,0.5703024671465946,5cb3fa02
RNN16,3,mae,CV,0.48720816928961785,0.4590841221173995,0.47314614570350866,5cb3fa02
LSTM16,3,mae,CV,0.4058702369427481,0.3984481921671774,0.40215921455496273,5cb3fa02
CNNRNN16,3,mae,CV,0.41924277293452583,0.40724323230004467,0.41324300261728525,5cb3fa02
CNNLSTM16,3,mae,CV,0.4604470852981026,0.43858026129664274,0.4495136732973727,5cb3fa02
MLP16,3,mae,CV,0.49403201390735146,0.4833723209138579,0.4887021674106047,5cb3fa02
Linear,4,mae,CV,0.6581748952733133,0.6200649435239523,0.6391199193986328,5cb3fa02
RF10,4,mae,CV,0.7607015556360198,0.8196684836975277,0.7901850196667737,5cb3fa02
SVR-rbf,4,mae,CV,0.7894259922605685,0.6813716042460447,0.7353987982533066,5cb3fa02
SVR-linear,4,mae,CV,0.7158895742675128,0.6168136490346381,0.6663516116510755,5cb3fa02
XGB10,4,mae,CV,0.7524753614361847,0.7393248081351371,0.7459000847856609,5cb3fa02
RNN16,4,mae,CV,0.6074317885981508,0.5570591457939306,0.5822454671960406,5cb3fa02
LSTM16,4,mae,CV,0.606816483096577,0.5483096190241094,0.5775630510603431,5cb3fa02
CNNRNN16,4,mae,CV,0.607117400648441,0.5723588484868732,0.5897381245676572,5cb3fa02
CNNLSTM16,4,mae,CV,0.599264172522982,0.5790028014798152,0.5891334870013987,5cb3fa02
MLP16,4,mae,CV,0.6716548290044295,0.6236569467687725,0.647655887886601,5cb3fa02
Linear,5,mae,CV,0.730657084422515,0.7464242228250524,0.7385406536237837,5cb3fa02
RF10,5,mae,CV,0.6998543447315144,0.6692042091342343,0.6845292769328744,5cb3fa02
SVR-rbf,5,mae,CV,0.6706425722789271,0.6523689483714283,0.6615057603251777,5cb3fa02
SVR-linear,5,mae,CV,0.6246965660348096,0.6229597959647176,0.6238281809997637,5cb3fa02
XGB10,5,mae,CV,0.7012647570816156,0.7296459368664098,0.7154553469740127,5cb3fa02
RNN16,5,mae,CV,0.6130891403983199,0.5284321729440253,0.5707606566711726,5cb3fa02
LSTM16,5,mae,CV,0.5912233330221053,0.617162050667475,0.6041926918447902,5cb3fa02
CNNRNN16,5,mae,CV,0.5750260251845274,0.5986058041376978,0.5868159146611126,5cb3fa02
CNNLSTM16,5,mae,CV,0.5836009125197898,0.6042766519511751,0.5939387822354825,5cb3fa02
MLP16,5,mae,CV,0.7382241169693124,0.6497366293661743,0.6939803731677434,5cb3fa02
Linear,6,mae,CV,0.7259854857585077,0.7576089685680171,0.7417972271632625,5cb3fa02
RF10,6,mae,CV,0.754075474209525,0.8071855544839458,0.7806305143467354,5cb3fa02
SVR-rbf,6,mae,CV,0.7658898357217953,0.7582180556668467,0.7620539456943209,5cb3fa02
SVR-linear,6,mae,CV,0.7083268704606118,0.77116279900522,0.7397448347329159,5cb3fa02
XGB10,6,mae,CV,0.784826921734703,0.7722079634890184,0.7785174426118607,5cb3fa02
RNN16,6,mae,CV,0.7051201356191049,0.6442308655060587,0.6746755005625817,5cb3fa02
LSTM16,6,mae,CV,0.6820504188420221,0.6639645370781102,0.6730074779600661,5cb3fa02
CNNRNN16,6,mae,CV,0.6847824439830715,0.6683275223093422,0.6765549831462069,5cb3fa02
CNNLSTM16,6,mae,CV,0.689739751073648,0.6875451099191452,0.6886424304963966,5cb3fa02
MLP16,6,mae,CV,0.7261011573692175,0.6957096606664342,0.710905409017826,5cb3fa02
Linear,7,mae,CV,0.8390926060448665,0.7868205746292773,0.8129565903370719,5cb3fa02
RF10,7,mae,CV,0.9057108367502087,0.8281911818759001,0.8669510093130544,5cb3fa02
SVR-rbf,7,mae,CV,0.8302877447953723,0.8074395422029695,0.818863643499171,5cb3fa02
SVR-linear,7,mae,CV,0.8789232183564037,0.8280139035873673,0.8534685609718855,5cb3fa02
XGB10,7,mae,CV,0.9241227019706203,0.8564594738270227,0.8902910878988215,5cb3fa02
RNN16,7,mae,CV,0.7616028951757358,0.6254838639689244,0.69354337957233,5cb3fa02
LSTM16,7,mae,CV,0.6813930797804931,0.6662782929232993,0.6738356863518962,5cb3fa02
CNNRNN16,7,mae,CV,0.7408355249472859,0.7090096762664615,0.7249226006068736,5cb3fa02
CNNLSTM16,7,mae,CV,0.7181668287247913,0.7450548301118619,0.7316108294183266,5cb3fa02
MLP16,7,mae,CV,0.7507371508833154,0.7131080794737611,0.7319226151785383,5cb3fa02
Linear,8,mae,CV,0.7415333172851886,0.8003743412827117,0.7709538292839502,5cb3fa02
RF10,8,mae,CV,0.7862571857094972,0.8653840493596142,0.8258206175345557,5cb3fa02
SVR-rbf,8,mae,CV,0.7513154014678369,0.7660407050317738,0.7586780532498054,5cb3fa02
SVR-linear,8,mae,CV,0.6874907212382778,0.7161663681310078,0.7018285446846428,5cb3fa02
XGB10,8,mae,CV,0.8433029580408832,0.8004701807562622,0.8218865693985726,5cb3fa02
RNN16,8,mae,CV,0.7803460053669271,0.7313982274402739,0.7558721164036005,5cb3fa02
LSTM16,8,mae,CV,0.742260454192711,0.7257393134274602,0.7339998838100856,5cb3fa02
CNNRNN16,8,mae,CV,0.7594266881703826,0.7429711083803734,0.751198898275378,5cb3fa02
CNNLSTM16,8,mae,CV,0.7600936896848219,0.7319780440086363,0.7460358668467291,5cb3fa02
MLP16,8,mae,CV,0.7662013634580579,0.7346034589104857,0.7504024111842718,5cb3fa02
Linear,9,mae,CV,0.636930441853638,0.6194289194213105,0.6281796806374742,5cb3fa02
RF10,9,mae,CV,0.9501251987911692,0.8850289358510437,0.9175770673211064,5cb3fa02
SVR-rbf,9,mae,CV,0.847792876480216,0.8212825341444482,0.8345377053123321,5cb3fa02
SVR-linear,9,mae,CV,0.7538284965627471,0.6373895729967187,0.6956090347797329,5cb3fa02
XGB10,9,mae,CV,0.8697594814980742,0.910193639980539,0.8899765607393066,5cb3fa02
RNN16,9,mae,CV,0.7477491059400144,0.6804855186498598,0.7141173122949371,5cb3fa02
LSTM16,9,mae,CV,0.7050359918046593,0.6667942348449515,0.6859151133248054,5cb3fa02
CNNRNN16,9,mae,CV,0.7735384022298997,0.7207534790260237,0.7471459406279617,5cb3fa02
CNNLSTM16,9,mae,CV,0.75619199057292,0.7159229345179333,0.7360574625454266,5cb3fa02
MLP16,9,mae,CV,0.7226715109283757,0.6947561819402052,0.7087138464342904,5cb3fa02
Linear,10,mae,CV,0.8305298939944528,0.7483098862121716,0.7894198901033123,5cb3fa02
RF10,10,mae,CV,0.8147991476911386,0.8129647195951565,0.8138819336431475,5cb3fa02
SVR-rbf,10,mae,CV,0.7242361333469136,0.6963331621917648,0.7102846477693392,5cb3fa02
SVR-linear,10,mae,CV,0.8563707217710113,0.7506207451218128,0.803495733446412,5cb3fa02
XGB10,10,mae,CV,0.8663660403449738,0.7918293720700397,0.8290977062075067,5cb3fa02
RNN16,10,mae,CV,0.7247117076286582,0.6463905541509369,0.6855511308897976,5cb3fa02
LSTM16,10,mae,CV,0.6476609666409676,0.5566006796776196,0.6021308231592937,5cb3fa02
CNNRNN16,10,mae,CV,0.5869778595424237,0.5445491492255643,0.5657635043839939,5cb3fa02
CNNLSTM16,10,mae,CV,0.5877752466801501,0.5461289015147793,0.5669520740974647,5cb3fa02
MLP16,10,mae,CV,0.5531270912179104,0.5563452712138465,0.5547361812158784,5cb3fa02
Linear,11,mae,CV,0.7885403672266827,0.7408419064206296,0.7646911368236562,5cb3fa02
RF10,11,mae,CV,0.9942402890793846,0.8630256193305961,0.9286329542049903,5cb3fa02
SVR-rbf,11,mae,CV,0.9079801536207579,0.8383534922611473,0.8731668229409526,5cb3fa02
SVR-linear,11,mae,CV,0.7810570178417473,0.7883928435733762,0.7847249307075618,5cb3fa02
XGB10,11,mae,CV,0.9274299719940492,0.842037563828392,0.8847337679112206,5cb3fa02
RNN16,11,mae,CV,0.8191669539616117,0.7229511942311839,0.7710590740963978,5cb3fa02
LSTM16,11,mae,CV,0.708763685954018,0.6910065879721713,0.6998851369630946,5cb3fa02
CNNRNN16,11,mae,CV,0.7341938989403222,0.6869319867378837,0.7105629428391029,5cb3fa02
CNNLSTM16,11,mae,CV,0.7858489971651661,0.7516757575025645,0.7687623773338653,5cb3fa02
MLP16,11,mae,CV,0.8256128107613622,0.749378276395667,0.7874955435785146,5cb3fa02
Linear,12,mae,CV,0.8681418580083843,0.8298955825759865,0.8490187202921854,5cb3fa02
RF10,12,mae,CV,0.6223099543910006,0.5151502149836102,0.5687300846873053,5cb3fa02
SVR-rbf,12,mae,CV,0.4864013842772944,0.43115016914168347,0.45877577670948894,5cb3fa02
SVR-linear,12,mae,CV,0.5478731516268583,0.5251825970527706,0.5365278743398145,5cb3fa02
XGB10,12,mae,CV,0.5919060473522807,0.5572277417086515,0.574566894530466,5cb3fa02
RNN16,12,mae,CV,0.5707095053443485,0.4559036641933258,0.5133065847688372,5cb3fa02
LSTM16,12,mae,CV,0.4517192372213774,0.38868086510461575,0.4202000511629966,5cb3fa02
CNNRNN16,12,mae,CV,0.4394130464938062,0.3864081681996833,0.4129106073467448,5cb3fa02
CNNLSTM16,12,mae,CV,0.4918316427720839,0.4206716965815433,0.45625166967681363,5cb3fa02
MLP16,12,mae,CV,0.5095475250673095,0.4895946307487596,0.49957107790803457,5cb3fa02
Linear,1,r2,TSCV,0.28877083237388024,0.019079583456778775,0.15392520791532951,5cb3fa02
RF10,1,r2,TSCV,-0.30769504624162103,-0.2054044218273014,-0.25654973403446124,5cb3fa02
SVR-rbf,1,r2,TSCV,-0.0735926508897757,-0.20022099593908319,-0.13690682341442945,5cb3fa02
SVR-linear,1,r2,TSCV,-0.04844589880340676,-0.2681353486061677,-0.15829062370478725,5cb3fa02
XGB10,1,r2,TSCV,-0.1626902327448005,-0.32824582169181993,-0.2454680272183102,5cb3fa02
RNN16,1,r2,TSCV,0.026794611638205762,-0.12016225145610715,-0.046683819908950694,5cb3fa02
LSTM16,1,r2,TSCV,0.28838111033949143,0.19797663492143044,0.24317887263046095,5cb3fa02
CNNRNN16,1,r2,TSCV,0.09539405937531882,0.03878818192064365,0.06709112064798123,5cb3fa02
CNNLSTM16,1,r2,TSCV,-0.160109098871505,-0.009520103971401045,-0.08481460142145303,5cb3fa02
MLP16,1,r2,TSCV,-0.2857172874124892,-0.1910334841319401,-0.23837538577221465,5cb3fa02
Linear,2,r2,TSCV,-0.9467485157764637,-3.7463848733778127,-2.346566694577138,5cb3fa02
RF10,2,r2,TSCV,0.1898510223168214,0.22548048366503304,0.2076657529909272,5cb3fa02
SVR-rbf,2,r2,TSCV,-0.3079692500100253,-0.7652814862164368,-0.536625368113231,5cb3fa02
SVR-linear,2,r2,TSCV,-0.9614992201677952,-2.9703278986382315,-1.9659135594030133,5cb3fa02
XGB10,2,r2,TSCV,0.0028505358467745268,-0.08114567434314082,-0.03914756924818315,5cb3fa02
RNN16,2,r2,TSCV,-0.29585332571378864,-0.09673163424288525,-0.19629247997833693,5cb3fa02
LSTM16,2,r2,TSCV,0.23394395169064403,0.2226175414525466,0.2282807465715953,5cb3fa02
CNNRNN16,2,r2,TSCV,0.21449391071271873,0.19876061882137872,0.20662726476704874,5cb3fa02
CNNLSTM16,2,r2,TSCV,-0.09501598893736035,-0.2817439651890158,-0.18837997706318807,5cb3fa02
MLP16,2,r2,TSCV,-0.4278436182478703,-0.5233428520544151,-0.4755932351511427,5cb3fa02
Linear,3,r2,TSCV,-4.734346888628121,-21.536101646308207,-13.135224267468164,5cb3fa02
RF10,3,r2,TSCV,-8.166655275091577,-33.78644362300919,-20.976549449050385,5cb3fa02
SVR-rbf,3,r2,TSCV,-1.1081843061664511,-3.0916464226003657,-2.0999153643834085,5cb3fa02
SVR-linear,3,r2,TSCV,-3.61119580982548,-9.525332943927076,-6.568264376876278,5cb3fa02
XGB10,3,r2,TSCV,-2.4012067489752567,-34.66620286009132,-18.533704804533286,5cb3fa02
RNN16,3,r2,TSCV,-1.2848787240879358,-2.5001579810721695,-1.8925183525800526,5cb3fa02
LSTM16,3,r2,TSCV,-0.31224794235705244,-0.40889155257065096,-0.36056974746385173,5cb3fa02
CNNRNN16,3,r2,TSCV,-0.8269311086645917,-0.7209643666760667,-0.7739477376703292,5cb3fa02
CNNLSTM16,3,r2,TSCV,-0.5105963571280888,-3.081971805924127,-1.7962840815261079,5cb3fa02
MLP16,3,r2,TSCV,-0.30320603366178217,-0.5493194114354527,-0.4262627225486174,5cb3fa02
Linear,4,r2,TSCV,-0.6880538991795453,-1.03071621504288,-0.8593850571112126,5cb3fa02
RF10,4,r2,TSCV,-0.6139883237413327,-1.1408268061867446,-0.8774075649640387,5cb3fa02
SVR-rbf,4,r2,TSCV,-1.0330789305813601,-0.7837322678536445,-0.9084055992175023,5cb3fa02
SVR-linear,4,r2,TSCV,-0.5652661207155003,-0.770508675713284,-0.6678873982143921,5cb3fa02
XGB10,4,r2,TSCV,-0.6233235002038339,-0.6010642405914525,-0.6121938703976432,5cb3fa02
RNN16,4,r2,TSCV,-0.3810704072949525,-0.41721673372606194,-0.3991435705105072,5cb3fa02
LSTM16,4,r2,TSCV,-0.5932785975413857,-0.43560281196882,-0.5144407047551028,5cb3fa02
CNNRNN16,4,r2,TSCV,-0.47372500851675914,-0.383950576722728,-0.42883779261974353,5cb3fa02
CNNLSTM16,4,r2,TSCV,-0.6596497115570497,-0.9807047087490821,-0.8201772101530659,5cb3fa02
MLP16,4,r2,TSCV,-1.2452331680200617,-0.44297646146974945,-0.8441048147449055,5cb3fa02
Linear,5,r2,TSCV,0.008590706032127138,-0.1669220579465207,-0.07916567595719678,5cb3fa02
RF10,5,r2,TSCV,0.25010185858660877,-0.3891648239326662,-0.06953148267302872,5cb3fa02
SVR-rbf,5,r2,TSCV,0.11730174660646561,0.02436157840339981,0.07083166250493271,5cb3fa02
SVR-linear,5,r2,TSCV,-0.021969453818864684,0.07887707933968782,0.02845381276041157,5cb3fa02
XGB10,5,r2,TSCV,0.1086235500856308,-0.023651336706834003,0.042486106689398395,5cb3fa02
RNN16,5,r2,TSCV,-0.02034288512181251,0.24690780404582657,0.11328245946200703,5cb3fa02
LSTM16,5,r2,TSCV,0.20697715132106997,0.136667322474488,0.17182223689777898,5cb3fa02
CNNRNN16,5,r2,TSCV,0.06746441437241397,0.07191943088780273,0.06969192263010834,5cb3fa02
CNNLSTM16,5,r2,TSCV,0.06222272019622008,0.06489605479343737,0.06355938749482873,5cb3fa02
MLP16,5,r2,TSCV,-0.18766948936050043,-0.027910445858884796,-0.10778996760969262,5cb3fa02
Linear,6,r2,TSCV,-1.0365580508698138,-2.8416563268586206,-1.939107188864217,5cb3fa02
RF10,6,r2,TSCV,-0.2818326623527285,-0.71480170964636,-0.4983171859995443,5cb3fa02
SVR-rbf,6,r2,TSCV,-0.3939913652552759,-0.6797352083716958,-0.5368632868134858,5cb3fa02
SVR-linear,6,r2,TSCV,-0.6003273273300415,-2.270866521856506,-1.4355969245932736,5cb3fa02
XGB10,6,r2,TSCV,-0.3728239966376326,-0.6882726683584436,-0.5305483324980381,5cb3fa02
RNN16,6,r2,TSCV,-0.07631749236092364,-0.07643264480870211,-0.07637506858481288,5cb3fa02
LSTM16,6,r2,TSCV,-0.16534098834970734,-0.3151378572404342,-0.24023942279507077,5cb3fa02
CNNRNN16,6,r2,TSCV,0.004754952800961422,-0.027061286893724,-0.01115316704638129,5cb3fa02
CNNLSTM16,6,r2,TSCV,0.21818041009058492,0.011436771610162846,0.11480859085037388,5cb3fa02
MLP16,6,r2,TSCV,-0.2855329753624391,-0.2073248515601434,-0.24642891346129125,5cb3fa02
Linear,7,r2,TSCV,-0.5344250248531746,-0.74251069702842,-0.6384678609407972,5cb3fa02
RF10,7,r2,TSCV,-0.6395603581721436,-0.7128214254648803,-0.676190891818512,5cb3fa02
SVR-rbf,7,r2,TSCV,-0.15350742768631498,-0.35668810987714433,-0.25509776878172963,5cb3fa02
SVR-linear,7,r2,TSCV,-0.5530911817150732,-0.547281165450453,-0.5501861735827631,5cb3fa02
XGB10,7,r2,TSCV,-0.5581725697931806,-0.6221461214564621,-0.5901593456248213,5cb3fa02
RNN16,7,r2,TSCV,-0.28098360368861286,-0.1755611372573305,-0.22827237047297166,5cb3fa02
LSTM16,7,r2,TSCV,-0.10103280865819739,-0.13894855678361706,-0.11999068272090722,5cb3fa02
CNNRNN16,7,r2,TSCV,-0.17804150149237533,-0.29667736126604666,-0.237359431379211,5cb3fa02
CNNLSTM16,7,r2,TSCV,-0.16673726806948075,-0.5300124286383421,-0.3483748483539114,5cb3fa02
MLP16,7,r2,TSCV,-0.27952983305861495,-0.027457805163684682,-0.15349381911114982,5cb3fa02
Linear,8,r2,TSCV,-0.25493241422187385,0.15808120829699912,-0.048425602962437364,5cb3fa02
RF10,8,r2,TSCV,-0.6339144293342693,-1.1593163761597034,-0.8966154027469864,5cb3fa02
SVR-rbf,8,r2,TSCV,-0.3202455930572857,-0.49118732798236897,-0.40571646051982735,5cb3fa02
SVR-linear,8,r2,TSCV,0.2360194216219926,0.18057066561610569,0.20829504361904916,5cb3fa02
XGB10,8,r2,TSCV,-0.4699763522776601,-0.4471290535127278,-0.45855270289519395,5cb3fa02
RNN16,8,r2,TSCV,-0.12306836183008034,-0.5864402751297111,-0.3547543184798957,5cb3fa02
LSTM16,8,r2,TSCV,-0.35660005861121674,-0.4140923765157237,-0.3853462175634702,5cb3fa02
CNNRNN16,8,r2,TSCV,-0.5856489716844273,-0.6620121669920753,-0.6238305693382513,5cb3fa02
CNNLSTM16,8,r2,TSCV,-0.6125993070273974,-0.37058769245502854,-0.49159349974121297,5cb3fa02
MLP16,8,r2,TSCV,-0.31062315675534413,-0.3440691658792001,-0.3273461613172721,5cb3fa02
Linear,9,r2,TSCV,0.20412820133534015,0.06029547632131861,0.13221183882832938,5cb3fa02
RF10,9,r2,TSCV,-0.5034369847066186,-0.9246094276059843,-0.7140232061563014,5cb3fa02
SVR-rbf,9,r2,TSCV,-1.059912996129251,-1.8706379133355862,-1.4652754547324185,5cb3fa02
SVR-linear,9,r2,TSCV,-0.4589750740917347,-0.48184415194161323,-0.47040961301667394,5cb3fa02
XGB10,9,r2,TSCV,-0.8658450568235962,-1.1411054068163304,-1.0034752318199633,5cb3fa02
RNN16,9,r2,TSCV,-0.6312634951971098,-0.620372708834469,-0.6258181020157894,5cb3fa02
LSTM16,9,r2,TSCV,-0.3495898962867766,-0.8737625386398855,-0.611676217463331,5cb3fa02
CNNRNN16,9,r2,TSCV,-0.4426486017763607,-1.0474260787214247,-0.7450373402488927,5cb3fa02
CNNLSTM16,9,r2,TSCV,-0.36797572878930895,-0.6833327274042309,-0.52565422809677,5cb3fa02
MLP16,9,r2,TSCV,-0.3364089567841896,-0.9264257431122496,-0.6314173499482196,5cb3fa02
Linear,10,r2,TSCV,-0.21505326830837934,0.16376580643192876,-0.025643730938225293,5cb3fa02
RF10,10,r2,TSCV,0.03682321392273822,0.013564186894820335,0.025193700408779277,5cb3fa02
SVR-rbf,10,r2,TSCV,0.07814376993629206,0.09241891035289915,0.0852813401445956,5cb3fa02
SVR-linear,10,r2,TSCV,-0.16492473981215564,0.29365143622903256,0.06436334820843846,5cb3fa02
XGB10,10,r2,TSCV,0.07168784717085087,-0.019241857099131836,0.02622299503585952,5cb3fa02
RNN16,10,r2,TSCV,-0.020080187808680657,0.27640570365545525,0.1281627579233873,5cb3fa02
LSTM16,10,r2,TSCV,0.2647078357889728,0.27076777261600116,0.26773780420248694,5cb3fa02
CNNRNN16,10,r2,TSCV,0.2596437776287056,0.17690922325853398,0.2182765004436198,5cb3fa02
CNNLSTM16,10,r2,TSCV,0.21738561014423008,0.3690781907885551,0.2932319004663926,5cb3fa02
MLP16,10,r2,TSCV,0.1706515675409715,0.02875338401535255,0.09970247577816202,5cb3fa02
Linear,11,r2,TSCV,-0.7644189651113134,-0.5620883088916092,-0.6632536370014612,5cb3fa02
RF10,11,r2,TSCV,-1.0796207578122514,-0.8191102231341302,-0.9493654904731907,5cb3fa02
SVR-rbf,11,r2,TSCV,-1.1184028208942391,-0.6871449586738898,-0.9027738897840645,5cb3fa02
SVR-linear,11,r2,TSCV,-0.7757808760581795,-0.6205446116599574,-0.6981627438590685,5cb3fa02
XGB10,11,r2,TSCV,-0.8227303674647207,-0.7127275831991667,-0.7677289753319437,5cb3fa02
RNN16,11,r2,TSCV,-0.6081233534935147,-0.581005948079001,-0.5945646507862579,5cb3fa02
LSTM16,11,r2,TSCV,-0.29190683906612774,-0.3661231044719355,-0.3290149717690316,5cb3fa02
CNNRNN16,11,r2,TSCV,-0.6322653915396443,-0.49607378399165386,-0.5641695877656491,5cb3fa02
CNNLSTM16,11,r2,TSCV,-0.4527851894295644,-0.2974506879974537,-0.37511793871350907,5cb3fa02
MLP16,11,r2,TSCV,-0.6306706108587684,-0.3477366674204904,-0.4892036391396294,5cb3fa02
Linear,12,r2,TSCV,-10.938077230166952,-17.273157998579382,-14.105617614373166,5cb3fa02
RF10,12,r2,TSCV,-4.625773720092511,-5.562297379751963,-5.094035549922237,5cb3fa02
SVR-rbf,12,r2,TSCV,-1.7371098667956792,-4.2149711193271076,-2.9760404930613933,5cb3fa02
SVR-linear,12,r2,TSCV,-1.9660057856687567,-2.9065473141547793,-2.436276549911768,5cb3fa02
XGB10,12,r2,TSCV,-0.9202728762540815,-9.722639957195943,-5.321456416725012,5cb3fa02
RNN16,12,r2,TSCV,-1.0597837735046052,-4.230546100441737,-2.6451649369731713,5cb3fa02
