model,season,metric,stage,HWN,HWF,Average,id_data
RF10,4,mae,TSCV,0.7351490138977597,0.5942059236082118,0.6646774687529857,6e47cb06
SVR-rbf,4,mae,TSCV,0.7507671484817475,0.6433994751225867,0.6970833118021671,6e47cb06
SVR-linear,4,mae,TSCV,1.1659142935533735,1.1219308293607613,1.1439225614570674,6e47cb06
XGB10,4,mae,TSCV,0.6529362993730378,0.608680980300649,0.6308086398368433,6e47cb06
RNN16,4,mae,TSCV,0.6209421544811097,0.5666938991385689,0.5938180268098393,6e47cb06
LSTM16,4,mae,TSCV,0.7471221795921463,0.628129082106827,0.6876256308494867,6e47cb06
CNNRNN16,4,mae,TSCV,0.6232709011320255,0.5410976849254918,0.5821842930287586,6e47cb06
CNNLSTM16,4,mae,TSCV,0.6116607791537256,0.5897457230028698,0.6007032510782977,6e47cb06
MLP16,4,mae,TSCV,0.694889934251607,0.6475081923899566,0.6711990633207818,6e47cb06
Linear,5,mae,TSCV,1.1930783738853759,1.2075743278666735,1.2003263508760247,6e47cb06
RF10,5,mae,TSCV,0.8535604032162752,0.9076861754593798,0.8806232893378275,6e47cb06
SVR-rbf,5,mae,TSCV,0.8316164546379934,0.8175998225397423,0.8246081385888678,6e47cb06
SVR-linear,5,mae,TSCV,0.9918615436608235,0.9965219495226492,0.9941917465917363,6e47cb06
XGB10,5,mae,TSCV,0.8779332625574776,0.8848831269095077,0.8814081947334926,6e47cb06
RNN16,5,mae,TSCV,0.8628945085353252,0.7483680848193343,0.8056312966773298,6e47cb06
LSTM16,5,mae,TSCV,0.7742916072472772,0.7174903435855616,0.7458909754164194,6e47cb06
CNNRNN16,5,mae,TSCV,0.7793654831250997,0.7363285749065941,0.7578470290158469,6e47cb06
CNNLSTM16,5,mae,TSCV,0.8760583063109121,0.7373260739645473,0.8066921901377297,6e47cb06
MLP16,5,mae,TSCV,0.8349143259214471,0.8013493360111851,0.8181318309663161,6e47cb06
Linear,6,mae,TSCV,1.097746632847785,1.0490215268557659,1.0733840798517753,6e47cb06
RF10,6,mae,TSCV,0.8275037677207454,0.7910450999802954,0.8092744338505204,6e47cb06
SVR-rbf,6,mae,TSCV,0.7320403007731073,0.6333584609763119,0.6826993808747096,6e47cb06
SVR-linear,6,mae,TSCV,1.0479824383698368,0.9273715340510682,0.9876769862104525,6e47cb06
XGB10,6,mae,TSCV,0.8532721113648739,0.8703234902923191,0.8617978008285965,6e47cb06
RNN16,6,mae,TSCV,0.6617305391492121,0.6385850423492079,0.65015779074921,6e47cb06
LSTM16,6,mae,TSCV,0.6380439383742831,0.5397999643427178,0.5889219513585005,6e47cb06
CNNRNN16,6,mae,TSCV,0.634498041828392,0.594550327012926,0.614524184420659,6e47cb06
CNNLSTM16,6,mae,TSCV,0.7749372422005619,0.7169308570822087,0.7459340496413853,6e47cb06
MLP16,6,mae,TSCV,0.6620998206225275,0.747895247666837,0.7049975341446822,6e47cb06
Linear,7,mae,TSCV,1.264962659315402,1.2265981204405123,1.2457803898779571,6e47cb06
RF10,7,mae,TSCV,1.1313018819014786,0.9504114042478311,1.0408566430746549,6e47cb06
SVR-rbf,7,mae,TSCV,0.9909274397315717,0.8549641111146811,0.9229457754231264,6e47cb06
SVR-linear,7,mae,TSCV,1.0476907649045348,1.0370147633492708,1.0423527641269028,6e47cb06
XGB10,7,mae,TSCV,1.0021862167079751,0.9010616711073489,0.951623943907662,6e47cb06
RNN16,7,mae,TSCV,0.8082223371141635,0.7144029266387744,0.7613126318764689,6e47cb06
LSTM16,7,mae,TSCV,0.8320966758582689,0.6857810355024188,0.7589388556803438,6e47cb06
CNNRNN16,7,mae,TSCV,0.8719454878221193,0.7657576276656636,0.8188515577438915,6e47cb06
CNNLSTM16,7,mae,TSCV,0.8684533571478985,0.8266755760191136,0.847564466583506,6e47cb06
MLP16,7,mae,TSCV,0.8807798849807973,0.7518640410536002,0.8163219630171987,6e47cb06
Linear,8,mae,TSCV,1.1929691657093295,1.0948724042852787,1.143920784997304,6e47cb06
RF10,8,mae,TSCV,0.751350571205655,0.72086370175796,0.7361071364818075,6e47cb06
SVR-rbf,8,mae,TSCV,0.7620338638974488,0.7663815000034824,0.7642076819504655,6e47cb06
SVR-linear,8,mae,TSCV,1.1073195221534882,1.1691913490726975,1.1382554356130927,6e47cb06
XGB10,8,mae,TSCV,0.7902792554802118,0.8091561337349441,0.7997176946075779,6e47cb06
RNN16,8,mae,TSCV,0.7775799961653237,0.7203925473561632,0.7489862717607434,6e47cb06
LSTM16,8,mae,TSCV,0.8419635232637543,0.8352682807259146,0.8386159019948345,6e47cb06
CNNRNN16,8,mae,TSCV,0.6690115017527213,0.6781058347960478,0.6735586682743846,6e47cb06
CNNLSTM16,8,mae,TSCV,0.7738510192801673,0.7321423098433423,0.7529966645617547,6e47cb06
MLP16,8,mae,TSCV,0.7359574058817367,0.7210321148183685,0.7284947603500527,6e47cb06
Linear,9,mae,TSCV,1.938038240227537,1.674275566407956,1.8061569033177465,6e47cb06
RF10,9,mae,TSCV,0.7835724312670259,0.7384788206328978,0.7610256259499619,6e47cb06
SVR-rbf,9,mae,TSCV,0.8384268168191752,0.7627030208517975,0.8005649188354864,6e47cb06
SVR-linear,9,mae,TSCV,1.6274435033233008,1.3842874094389312,1.505865456381116,6e47cb06
XGB10,9,mae,TSCV,0.815849463856847,0.6560832751299558,0.7359663694934013,6e47cb06
RNN16,9,mae,TSCV,0.6960639781406339,0.6248700182415869,0.6604669981911104,6e47cb06
LSTM16,9,mae,TSCV,0.8250712473362987,0.7828632241797895,0.8039672357580441,6e47cb06
CNNRNN16,9,mae,TSCV,0.8031254861577822,0.6967919846316503,0.7499587353947162,6e47cb06
CNNLSTM16,9,mae,TSCV,0.7808063829397349,0.7261504935973393,0.7534784382685371,6e47cb06
MLP16,9,mae,TSCV,0.759857791119657,0.5935718193807977,0.6767148052502274,6e47cb06
Linear,10,mae,TSCV,1.461665491678759,1.285896382788394,1.3737809372335765,6e47cb06
RF10,10,mae,TSCV,0.9416717307440662,0.9103798340981656,0.9260257824211159,6e47cb06
SVR-rbf,10,mae,TSCV,0.8907374398901758,0.8840081985955428,0.8873728192428594,6e47cb06
SVR-linear,10,mae,TSCV,1.073187317450909,1.204875578754233,1.139031448102571,6e47cb06
XGB10,10,mae,TSCV,0.9308478847361776,0.9264094829320433,0.9286286838341105,6e47cb06
RNN16,10,mae,TSCV,0.7807205924013249,0.863310482626101,0.8220155375137129,6e47cb06
LSTM16,10,mae,TSCV,0.7135336591232315,0.7371963166236355,0.7253649878734335,6e47cb06
CNNRNN16,10,mae,TSCV,0.7346715688484131,0.8297332450954449,0.782202406971929,6e47cb06
CNNLSTM16,10,mae,TSCV,0.9449255506812005,0.938718740925228,0.9418221458032143,6e47cb06
MLP16,10,mae,TSCV,0.8629215809261503,0.88155867846933,0.8722401296977402,6e47cb06
Linear,11,mae,TSCV,0.8827362435811412,0.9104602811316356,0.8965982623563884,6e47cb06
RF10,11,mae,TSCV,1.000907654264911,0.9288649468216119,0.9648863005432614,6e47cb06
SVR-rbf,11,mae,TSCV,1.059938007537486,1.0065354688278172,1.0332367381826515,6e47cb06
SVR-linear,11,mae,TSCV,0.998516386996439,0.9871477611264989,0.9928320740614689,6e47cb06
XGB10,11,mae,TSCV,0.9926918275180758,1.0380875062165538,1.0153896668673148,6e47cb06
RNN16,11,mae,TSCV,0.8968845847034581,0.8524522447460792,0.8746684147247686,6e47cb06
LSTM16,11,mae,TSCV,0.8058895418795994,0.7873367637218281,0.7966131528007138,6e47cb06
CNNRNN16,11,mae,TSCV,0.92434916535003,0.9160027267978832,0.9201759460739566,6e47cb06
CNNLSTM16,11,mae,TSCV,0.9193169361071065,0.9518608811856991,0.9355889086464029,6e47cb06
MLP16,11,mae,TSCV,0.8761824344396202,0.9561029270837316,0.9161426807616759,6e47cb06
Linear,12,mae,TSCV,1.1641823121211679,1.1075360157763885,1.135859163948778,6e47cb06
RF10,12,mae,TSCV,0.768230909213718,0.6472897446741188,0.7077603269439183,6e47cb06
SVR-rbf,12,mae,TSCV,0.6584316745173648,0.6404808406263436,0.6494562575718542,6e47cb06
SVR-linear,12,mae,TSCV,0.860010110207988,0.8141109921099338,0.8370605511589608,6e47cb06
XGB10,12,mae,TSCV,0.669154041986588,0.6359351823943656,0.6525446121904768,6e47cb06
RNN16,12,mae,TSCV,0.6266939236010761,0.6227475749798734,0.6247207492904747,6e47cb06
LSTM16,12,mae,TSCV,0.6759560598488763,0.6031563168720262,0.6395561883604512,6e47cb06
CNNRNN16,12,mae,TSCV,0.6489324660515933,0.6291573959117237,0.6390449309816585,6e47cb06
CNNLSTM16,12,mae,TSCV,0.673602302541373,0.6146481113434625,0.6441252069424177,6e47cb06
MLP16,12,mae,TSCV,0.5318655338927374,0.6166977059262129,0.5742816199094751,6e47cb06
Linear,1,r2,prediction,0.23912549604690425,0.10674422176545406,0.17293485890617916,5cb3fa02
RF10,1,r2,prediction,-1.5788907284768214,-0.6702660772729205,-1.1245784028748709,5cb3fa02
SVR-rbf,1,r2,prediction,-0.26249005302600037,-0.18885096741568463,-0.2256705102208425,5cb3fa02
SVR-linear,1,r2,prediction,0.10471626288312108,-0.05760543024013964,0.02355541632149072,5cb3fa02
XGB10,1,r2,prediction,-1.084478468329419,-0.5792885679549828,-0.831883518142201,5cb3fa02
RNN16,1,r2,prediction,-0.1234869968791723,-0.04096933163091587,-0.08222816425504409,5cb3fa02
LSTM16,1,r2,prediction,-0.11740411742332957,-0.08431445201501919,-0.10085928471917438,5cb3fa02
CNNRNN16,1,r2,prediction,-0.24118784629949985,-0.22202263241013953,-0.2316052393548197,5cb3fa02
CNNLSTM16,1,r2,prediction,-0.5519450746566421,0.24399256933269997,-0.15397625266197107,5cb3fa02
MLP16,1,r2,prediction,-0.20172283640680866,-0.26633142212680805,-0.23402712926680835,5cb3fa02
Linear,2,r2,prediction,0.14948453278895701,-0.04344709765845933,0.05301871756524884,5cb3fa02
RF10,2,r2,prediction,0.21376633986928095,0.45255768478685954,0.33316201232807025,5cb3fa02
SVR-rbf,2,r2,prediction,0.10131896649814154,-0.010996189834884929,0.045161388331628305,5cb3fa02
SVR-linear,2,r2,prediction,0.12555084984851617,0.0613565584941097,0.09345370417131293,5cb3fa02
XGB10,2,r2,prediction,-0.23217294624436313,-0.036465668097699355,-0.13431930717103124,5cb3fa02
RNN16,2,r2,prediction,0.02406621747867821,0.15196127309811014,0.08801374528839417,5cb3fa02
LSTM16,2,r2,prediction,0.26927825807069183,0.3353443214324635,0.30231128975157767,5cb3fa02
CNNRNN16,2,r2,prediction,0.182634558922805,0.10290622651285386,0.14277039271782943,5cb3fa02
CNNLSTM16,2,r2,prediction,0.5569956554247504,0.4450811718257369,0.5010384136252437,5cb3fa02
MLP16,2,r2,prediction,0.1813853951607266,0.18009566881152683,0.18074053198612672,5cb3fa02
Linear,3,r2,prediction,-2.773510372626082,-4.917886384038724,-3.845698378332403,5cb3fa02
RF10,3,r2,prediction,-2.4012323943661964,-1.414311023622047,-1.9077717089941217,5cb3fa02
SVR-rbf,3,r2,prediction,-0.8388473711311981,-0.7301812979304665,-0.7845143345308323,5cb3fa02
SVR-linear,3,r2,prediction,-2.1933739118918925,-2.0315070299756153,-2.1124404709337536,5cb3fa02
XGB10,3,r2,prediction,-2.734840432691333,-1.3292709583486912,-2.032055695520012,5cb3fa02
RNN16,3,r2,prediction,0.1834292872096105,-0.8052907267569243,-0.3109307197736569,5cb3fa02
LSTM16,3,r2,prediction,0.059337262066813445,0.020220347788562187,0.039778804927687816,5cb3fa02
CNNRNN16,3,r2,prediction,0.2944644835445476,0.33047948145190664,0.3124719824982271,5cb3fa02
CNNLSTM16,3,r2,prediction,0.23480721604784183,0.31272100415082904,0.27376411009933543,5cb3fa02
MLP16,3,r2,prediction,-0.6588714345670394,-0.3296992196570754,-0.4942853271120574,5cb3fa02
Linear,4,r2,prediction,-0.36849940110918444,-0.948627717685677,-0.6585635593974307,5cb3fa02
RF10,4,r2,prediction,-0.677678571428572,-1.6739397321428569,-1.1758091517857143,5cb3fa02
SVR-rbf,4,r2,prediction,-2.359192457646585,-2.179259098463534,-2.269225778055059,5cb3fa02
SVR-linear,4,r2,prediction,0.21013248788720384,-0.6516657564497754,-0.2207666342812858,5cb3fa02
XGB10,4,r2,prediction,-0.3858373878700221,-1.1175660439418613,-0.7517017159059417,5cb3fa02
RNN16,4,r2,prediction,-0.2608205852918637,-1.0781032281187453,-0.6694619067053045,5cb3fa02
LSTM16,4,r2,prediction,-2.0997113962506364,-1.6969959953902451,-1.8983536958204408,5cb3fa02
CNNRNN16,4,r2,prediction,-1.9413623826589195,-1.5317862032578797,-1.7365742929583996,5cb3fa02
CNNLSTM16,4,r2,prediction,-1.3510322859051498,-3.0194985364341704,-2.1852654111696603,5cb3fa02
MLP16,4,r2,prediction,-3.5421140789518937,-1.2724850770309102,-2.407299577991402,5cb3fa02
Linear,5,r2,prediction,0.4430127907579884,0.5647420421236651,0.5038774164408267,5cb3fa02
RF10,5,r2,prediction,0.5507305194805197,0.3960500421703682,0.47339028082544393,5cb3fa02
SVR-rbf,5,r2,prediction,0.2796218645486338,0.3795859349872709,0.32960389976795235,5cb3fa02
SVR-linear,5,r2,prediction,0.3455207188520154,0.5801574632163087,0.46283909103416204,5cb3fa02
XGB10,5,r2,prediction,0.24085304197226864,0.35088254853590306,0.29586779525408585,5cb3fa02
RNN16,5,r2,prediction,-0.1378780973388618,0.46704228691517224,0.16458209478815522,5cb3fa02
LSTM16,5,r2,prediction,0.3638656071476891,0.31993767331819656,0.34190164023294284,5cb3fa02
CNNRNN16,5,r2,prediction,0.14728465772189914,0.12036245626003361,0.13382355699096637,5cb3fa02
CNNLSTM16,5,r2,prediction,0.2548486428120099,0.48229548355044816,0.36857206318122904,5cb3fa02
MLP16,5,r2,prediction,-0.10673380541521671,-0.03358378040943366,-0.07015879291232519,5cb3fa02
Linear,6,r2,prediction,-0.9772684007970895,-1.3885173869024547,-1.1828928938497723,5cb3fa02
RF10,6,r2,prediction,-0.3882352941176468,-1.5702089337175784,-0.9792221139176126,5cb3fa02
SVR-rbf,6,r2,prediction,-0.3191699391759004,-0.18145011570044423,-0.2503100274381723,5cb3fa02
SVR-linear,6,r2,prediction,-0.5719978183521737,-0.8595601798072521,-0.7157789990797129,5cb3fa02
XGB10,6,r2,prediction,0.1772781756070385,-0.13138272425221031,0.0229477256774141,5cb3fa02
RNN16,6,r2,prediction,0.33122127317892036,0.09193699003758504,0.2115791316082527,5cb3fa02
LSTM16,6,r2,prediction,-0.24231905332427983,-0.48364418158485556,-0.3629816174545677,5cb3fa02
CNNRNN16,6,r2,prediction,0.17851179445705723,0.025002435604628448,0.10175711503084284,5cb3fa02
CNNLSTM16,6,r2,prediction,0.4362365405597445,0.0233737632213461,0.2298051518905453,5cb3fa02
MLP16,6,r2,prediction,-0.1630611310447505,-0.04747511082933675,-0.10526812093704363,5cb3fa02
Linear,7,r2,prediction,0.2719689979827363,0.5308229740999797,0.401395986041358,5cb3fa02
RF10,7,r2,prediction,0.08734939759036164,0.24160608063450117,0.1644777391124314,5cb3fa02
SVR-rbf,7,r2,prediction,0.4525004646396058,0.3833760914197558,0.4179382780296808,5cb3fa02
SVR-linear,7,r2,prediction,0.42812284270790746,0.4401770178288906,0.43414993026839904,5cb3fa02
XGB10,7,r2,prediction,-0.032664331291167414,0.3571652892183972,0.16225047896361489,5cb3fa02
RNN16,7,r2,prediction,0.10756902403486557,0.36265176198485205,0.2351103930098588,5cb3fa02
LSTM16,7,r2,prediction,0.3762538382808498,0.5443686584783013,0.46031124837957554,5cb3fa02
CNNRNN16,7,r2,prediction,0.5718321799807637,0.5593652619444309,0.5655987209625973,5cb3fa02
CNNLSTM16,7,r2,prediction,0.3688860003061196,0.5339106552557635,0.4513983277809416,5cb3fa02
MLP16,7,r2,prediction,0.4356155777382976,0.08926636691931611,0.26244097232880687,5cb3fa02
Linear,8,r2,prediction,-1.5636935045697293,-0.7465257441645978,-1.1551096243671637,5cb3fa02
RF10,8,r2,prediction,-1.0674603174603168,-1.9798204158790171,-1.523640366669667,5cb3fa02
SVR-rbf,8,r2,prediction,-0.7065826264593047,-0.8030748401635204,-0.7548287333114125,5cb3fa02
SVR-linear,8,r2,prediction,0.03245027714776105,0.29979616227408146,0.16612321971092125,5cb3fa02
XGB10,8,r2,prediction,-1.025125152134987,-1.0322944024200664,-1.0287097772775267,5cb3fa02
RNN16,8,r2,prediction,-0.39426502185654555,-0.8186447651620712,-0.6064548935093084,5cb3fa02
LSTM16,8,r2,prediction,-0.7297027871084296,-0.8392133999936326,-0.7844580935510311,5cb3fa02
CNNRNN16,8,r2,prediction,-1.3409426668816562,-1.2800970928190538,-1.310519879850355,5cb3fa02
CNNLSTM16,8,r2,prediction,-1.0209099371623354,-0.6165535737570131,-0.8187317554596742,5cb3fa02
MLP16,8,r2,prediction,-0.49183402124288067,-0.9979972181024774,-0.744915619672679,5cb3fa02
Linear,9,r2,prediction,0.5939048544103323,0.5173955720569801,0.5556502132336562,5cb3fa02
RF10,9,r2,prediction,-0.12806712962962985,0.22971932439145515,0.05082609738091265,5cb3fa02
SVR-rbf,9,r2,prediction,-0.1548474040367538,-0.11137854841493144,-0.13311297622584262,5cb3fa02
SVR-linear,9,r2,prediction,0.4619928657382961,0.4041737595530319,0.433083312645664,5cb3fa02
XGB10,9,r2,prediction,-0.5200242842999674,0.002829052485686767,-0.2585976159071403,5cb3fa02
RNN16,9,r2,prediction,-0.09148603174050396,0.19671159040006403,0.052612779329780035,5cb3fa02
LSTM16,9,r2,prediction,0.626917906783792,0.5243295611492229,0.5756237339665075,5cb3fa02
CNNRNN16,9,r2,prediction,0.495492144366686,0.5139503188369409,0.5047212316018135,5cb3fa02
CNNLSTM16,9,r2,prediction,0.5426427258620558,0.19358933710153714,0.36811603148179645,5cb3fa02
MLP16,9,r2,prediction,0.3420731292439423,-0.12492947828621759,0.10857182547886235,5cb3fa02
Linear,10,r2,prediction,-0.17794335969279396,0.4714758655744645,0.14676625294083528,5cb3fa02
RF10,10,r2,prediction,0.3503058103975537,0.30136111555484446,0.3258334629761991,5cb3fa02
SVR-rbf,10,r2,prediction,0.39352646563859084,0.4844382192418619,0.4389823424402264,5cb3fa02
SVR-linear,10,r2,prediction,-0.08081679473988346,0.6049993342250359,0.26209126974257624,5cb3fa02
XGB10,10,r2,prediction,0.40889552286286246,0.19576556507984988,0.30233054397135617,5cb3fa02
RNN16,10,r2,prediction,0.043201637306274576,0.06811623975809133,0.055658938532182956,5cb3fa02
LSTM16,10,r2,prediction,0.5049743374994964,0.4625626121280876,0.483768474813792,5cb3fa02
CNNRNN16,10,r2,prediction,0.4541384324688823,0.24905300272988362,0.35159571759938296,5cb3fa02
CNNLSTM16,10,r2,prediction,0.47849030585454344,0.6804996804194041,0.5794949931369737,5cb3fa02
MLP16,10,r2,prediction,0.524043806766481,0.26913243884636917,0.3965881228064251,5cb3fa02
Linear,11,r2,prediction,0.4285266017960646,0.3797841862417002,0.4041553940188824,5cb3fa02
RF10,11,r2,prediction,-0.41578341013824893,-0.03688274640960065,-0.2263330782739248,5cb3fa02
SVR-rbf,11,r2,prediction,-0.3118725819862762,-0.2773143048359339,-0.29459344341110505,5cb3fa02
SVR-linear,11,r2,prediction,0.45407098464737605,0.27932839079248417,0.3666996877199301,5cb3fa02
XGB10,11,r2,prediction,-0.4284303057048642,-0.3369851319753856,-0.3827077188401249,5cb3fa02
RNN16,11,r2,prediction,-0.28871967532464815,0.012966026294598976,-0.1378768245150246,5cb3fa02
LSTM16,11,r2,prediction,0.24880270894796574,0.08131851374013377,0.16506061134404976,5cb3fa02
CNNRNN16,11,r2,prediction,0.17947898719097632,0.031335928742956765,0.10540745796696654,5cb3fa02
CNNLSTM16,11,r2,prediction,0.14797647223577437,-0.0625058954083415,0.04273528841371643,5cb3fa02
MLP16,11,r2,prediction,-0.0425244545234742,-0.2691279958332935,-0.15582622517838385,5cb3fa02
Linear,12,r2,prediction,-25.12004924846118,-58.0726340755209,-41.59634166199104,5cb3fa02
RF10,12,r2,prediction,-13.675000000000006,-20.726388888888884,-17.200694444444444,5cb3fa02
SVR-rbf,12,r2,prediction,-7.138079994442082,-17.138151388519923,-12.138115691481001,5cb3fa02
SVR-linear,12,r2,prediction,-5.6738796990091345,-10.695491698754077,-8.184685698881605,5cb3fa02
XGB10,12,r2,prediction,-1.8444700475086666,-36.587736798495584,-19.216103423002124,5cb3fa02
RNN16,12,r2,prediction,-4.558186518039714,-17.698881187747983,-11.128533852893849,5cb3fa02
LSTM16,12,r2,prediction,-11.287617409919449,-22.430036542547857,-16.85882697623365,5cb3fa02
CNNRNN16,12,r2,prediction,-7.223551818299782,-10.984468958118665,-9.104010388209224,5cb3fa02
CNNLSTM16,12,r2,prediction,-11.308987665203242,-20.602479875631634,-15.955733770417439,5cb3fa02
MLP16,12,r2,prediction,-6.793393691009326,-9.495827222983177,-8.14461045699625,5cb3fa02
Linear,1,mape,prediction,1.4199309834023612,1.2546765033555414,1.3373037433789512,5cb3fa02
RF10,1,mape,prediction,2.087210855525232,1.743493200211028,1.91535202786813,5cb3fa02
SVR-rbf,1,mape,prediction,1.4254102799726625,1.2632627802586434,1.344336530115653,5cb3fa02
SVR-linear,1,mape,prediction,1.5901733666976319,1.3754002551449862,1.4827868109213092,5cb3fa02
XGB10,1,mape,prediction,1.6822725764637703,1.405544159965872,1.5439083682148211,5cb3fa02
RNN16,1,mape,prediction,0.7266878088230195,0.9145595715566099,0.8206236901898147,5cb3fa02
LSTM16,1,mape,prediction,1.167541321834332,0.9514916830002573,1.0595165024172948,5cb3fa02
CNNRNN16,1,mape,prediction,0.6839434975404117,0.7680549016339736,0.7259991995871926,5cb3fa02
CNNLSTM16,1,mape,prediction,1.7661801406552464,0.6959910093543868,1.2310855750048166,5cb3fa02
MLP16,1,mape,prediction,0.7906127202184086,0.7993800812078231,0.7949964007131158,5cb3fa02
Linear,2,mape,prediction,1.0146256444497852,0.9099981681639212,0.9623119063068533,5cb3fa02
RF10,2,mape,prediction,0.5849439375764847,0.6035631003672678,0.5942535189718763,5cb3fa02
SVR-rbf,2,mape,prediction,0.7132850721400479,0.7831324108178568,0.7482087414789523,5cb3fa02
SVR-linear,2,mape,prediction,1.0068301630015473,0.9277616523284931,0.9672959076650202,5cb3fa02
XGB10,2,mape,prediction,0.793420542382739,0.7757596938319968,0.7845901181073679,5cb3fa02
RNN16,2,mape,prediction,0.6426751490499999,0.6064517060205562,0.624563427535278,5cb3fa02
LSTM16,2,mape,prediction,0.596968546877581,0.6032675665265166,0.6001180567020488,5cb3fa02
CNNRNN16,2,mape,prediction,0.6453857247533066,0.8009397269820451,0.7231627258676758,5cb3fa02
CNNLSTM16,2,mape,prediction,0.527024099586864,0.5510414442665779,0.5390327719267209,5cb3fa02
MLP16,2,mape,prediction,0.633513183228953,0.7677575813066746,0.7006353822678137,5cb3fa02
Linear,3,mape,prediction,2.0581163420560977,3.185251795945476,2.6216840690007865,5cb3fa02
RF10,3,mape,prediction,1.1878190963899926,2.6849988929357016,1.936408994662847,5cb3fa02
SVR-rbf,3,mape,prediction,1.1319161672500957,1.8751793991788392,1.5035477832144675,5cb3fa02
SVR-linear,3,mape,prediction,1.7963567372709126,2.6712529414697777,2.233804839370345,5cb3fa02
XGB10,3,mape,prediction,1.035152758791912,2.4791762217567723,1.7571644902743422,5cb3fa02
RNN16,3,mape,prediction,0.9416904625826732,4.341967947822772,2.6418292052027224,5cb3fa02
LSTM16,3,mape,prediction,1.0687625401446093,2.44373868040616,1.7562506102753845,5cb3fa02
CNNRNN16,3,mape,prediction,0.9206738753309441,2.5293629176485597,1.7250183964897519,5cb3fa02
CNNLSTM16,3,mape,prediction,0.8405703716314985,1.6575827903386873,1.249076580985093,5cb3fa02
MLP16,3,mape,prediction,1.3616594767689265,1.2457269943943858,1.3036932355816562,5cb3fa02
Linear,4,mape,prediction,2.81137206730867,2.932074182051508,2.871723124680089,5cb3fa02
RF10,4,mape,prediction,3.0994388613101758,2.6323399976728443,2.86588942949151,5cb3fa02
SVR-rbf,4,mape,prediction,4.920077696493288,3.270726180429718,4.095401938461503,5cb3fa02
SVR-linear,4,mape,prediction,2.7086481762884005,2.4597833426126545,2.5842157594505277,5cb3fa02
XGB10,4,mape,prediction,2.169553280007393,2.383657041447507,2.27660516072745,5cb3fa02
RNN16,4,mape,prediction,2.8683400543778457,1.5243749819378434,2.1963575181578445,5cb3fa02
LSTM16,4,mape,prediction,3.5503179858402008,2.8266495854087754,3.188483785624488,5cb3fa02
CNNRNN16,4,mape,prediction,1.5444282951847197,1.6871018455027655,1.6157650703437425,5cb3fa02
CNNLSTM16,4,mape,prediction,2.755079783186745,3.092405023141736,2.9237424031642405,5cb3fa02
MLP16,4,mape,prediction,2.9452865279765192,1.8070404760120695,2.376163501994294,5cb3fa02
Linear,5,mape,prediction,8.21377566045052,1.0880127748459456,4.650894217648233,5cb3fa02
RF10,5,mape,prediction,5.493624858165281,0.7642008087878629,3.128912833476572,5cb3fa02
SVR-rbf,5,mape,prediction,4.936068023804902,0.9953831892165332,2.9657256065107176,5cb3fa02
SVR-linear,5,mape,prediction,3.1646285283158186,0.6218551090848046,1.8932418187003117,5cb3fa02
XGB10,5,mape,prediction,7.747371808149966,0.9710429524550186,4.359207380302492,5cb3fa02
RNN16,5,mape,prediction,2.0795050188632,0.6605662010057899,1.370035609934495,5cb3fa02
LSTM16,5,mape,prediction,0.7559749480762996,0.4557985604657621,0.6058867542710309,5cb3fa02
CNNRNN16,5,mape,prediction,3.1673774174242206,0.7706146408834832,1.968996029153852,5cb3fa02
CNNLSTM16,5,mape,prediction,4.143526337097108,0.46164458000644915,2.3025854585517784,5cb3fa02
MLP16,5,mape,prediction,7.369669452336933,0.9088475911957387,4.139258521766336,5cb3fa02
Linear,6,mape,prediction,2.649256684870539,1.8028563286586998,2.2260565067646194,5cb3fa02
RF10,6,mape,prediction,2.942626570327959,2.4805574961302552,2.711592033229107,5cb3fa02
SVR-rbf,6,mape,prediction,1.2469451280809256,1.3332754169455618,1.2901102725132438,5cb3fa02
SVR-linear,6,mape,prediction,1.8317884949410803,1.363130407363073,1.5974594511520768,5cb3fa02
XGB10,6,mape,prediction,1.2815785901231336,1.1427537430585737,1.2121661665908536,5cb3fa02
RNN16,6,mape,prediction,0.7461469543625329,0.9950935478419417,0.8706202511022373,5cb3fa02
LSTM16,6,mape,prediction,0.9414396720710076,1.4820717945159418,1.2117557332934747,5cb3fa02
CNNRNN16,6,mape,prediction,0.8608467354241538,1.017251648917649,0.9390491921709014,5cb3fa02
CNNLSTM16,6,mape,prediction,1.1220933297507636,0.8315419525670805,0.976817641158922,5cb3fa02
MLP16,6,mape,prediction,1.5327704798718016,1.1315035901461041,1.332137035008953,5cb3fa02
Linear,7,mape,prediction,0.8924608415794782,0.7033122911471766,0.7978865663633274,5cb3fa02
RF10,7,mape,prediction,1.038653091751239,0.724403460151996,0.8815282759516175,5cb3fa02
SVR-rbf,7,mape,prediction,0.7202857624814902,0.6173587880686202,0.6688222752750552,5cb3fa02
SVR-linear,7,mape,prediction,0.682606525671794,0.7873805858428821,0.734993555757338,5cb3fa02
XGB10,7,mape,prediction,0.9257490039436849,0.7476573069590374,0.8367031554513611,5cb3fa02
RNN16,7,mape,prediction,0.8614595265988509,0.7022298314088895,0.7818446790038702,5cb3fa02
LSTM16,7,mape,prediction,0.6366310304537242,0.5625653583994923,0.5995981944266082,5cb3fa02
CNNRNN16,7,mape,prediction,0.48125907866368856,0.5020940704088872,0.4916765745362879,5cb3fa02
CNNLSTM16,7,mape,prediction,0.5451308621603326,0.6364938447945757,0.5908123534774541,5cb3fa02
